Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
March,Economy,UK,EEA,198,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,EEA,278,KLM-ROYAL DUTCH AIRLINES,Immigration Group
March,Economy,UK,UK,123,MANX2,Immigration Group
July,Business Class,Non EEA,Non EEA,1046,AIR NIGERIA,Strategy & Reform Directorate
April,Economy,UK,Non EEA,1031,EMIRATES,Immigration Group
March,Economy,UK,EEA,413,BRUSSELS AIRLINES,Immigration Group
March,Economy,UK,UK,45,FLYBE BRITISH EUROPEAN,OSCT
March,Economy,UK,UK,194,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,88,EASYJET,Science & Research Group
April,Economy,Non EEA,Non EEA,279,SAFI AIRWAYS,Immigration Group
April,Economy,UK,EEA,279,KLM-ROYAL DUTCH AIRLINES,International Group
March,Economy,UK,Non EEA,164,TURKISH AIRLINES,International Group
July,Business Class,UK,Non EEA,2066,AIR FRANCE,Strategy & Reform Directorate
July,Business Class,UK,Non EEA,2066,KLM-ROYAL DUTCH AIRLINES,Strategy & Reform Directorate
March,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,EEA,449,BMI,Crime & Policing Group
March,Economy,UK,UK,169,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
March,Economy,UK,UK,253,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,EEA,95,EASYJET,Policy & Strategy
March,Economy,UK,UK,219,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,UK,275,BMI,Strategic Director Border
March,Economy,UK,UK,134,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,100,EASYJET,OSCT
March,Economy,UK,Non EEA,335,LUFTHANSA GERMAN AIRLINES,International Directorate
April,Economy,UK,UK,97,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,EEA,282,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,EEA,368,BRITISH AIRWAYS,International Group
March,Economy,UK,UK,94,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,123,MANX2,Immigration Group
March,Economy,UK,UK,123,MANX2,Immigration Group
March,Business Class,UK,UK,238,BRITISH AIRWAYS,HROD
March,Economy,UK,Non EEA,292,FINNAIR,Strategic Director Border
April,Economy,UK,UK,87,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Business Class,UK,UK,118,BRITISH AIRWAYS,HROD
March,Economy,UK,UK,254,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,EEA,426,BRITISH AIRWAYS,Resource Management Group
March,Economy,UK,UK,224,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Business Class,UK,Non EEA,4895,QANTAS AIRWAYS,Policy & Strategy
March,Economy,UK,EEA,60,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,UK,223,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,216,FLYBE BRITISH EUROPEAN,HROD
March,Economy,UK,UK,202,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,EEA,352,AUSTRIAN AIRLINES,Crime & Policing Group
March,Economy,UK,EEA,473,BRITISH AIRWAYS,UKBA
March,Economy,UK,UK,123,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,EEA,293,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,UK,118,BRITISH AIRWAYS,HROD
March,Business Class,UK,UK,243,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,39,BMI,OSCT
April,Economy,UK,UK,87,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,UK,249,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,UK,129,BRITISH AIRWAYS,HMIC
April,Economy,UK,UK,87,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,EEA,326,KLM-ROYAL DUTCH AIRLINES,International Group
April,Economy,UK,EEA,232,BRUSSELS AIRLINES,Immigration Group
March,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,Non EEA,UK,400,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,EEA,368,BRITISH AIRWAYS,International Group
March,Economy,UK,UK,93,EASYJET,HROD
March,Economy,UK,EEA,473,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,123,MANX2,Immigration Group
March,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
April,Economy,UK,UK,222,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,Non EEA,1558,VIRGIN ATLANTIC,Strategic Director Border
March,Economy,UK,EEA,46,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,EEA,698,BRITISH AIRWAYS,OSCT
March,Business Class,UK,UK,164,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,Non EEA,Non EEA,286,FLYDUBAI,Immigration Group
May,Economy,UK,Non EEA,586,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,UK,208,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,Non EEA,Non EEA,416,DELTA AIR LINES,Science & Research Group
March,Economy,UK,UK,150,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,152,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,UK,243,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,206,BRITISH AIRWAYS,Immigration Group
March,Business Class,UK,UK,182,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,UK,279,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,116,BRITISH AIRWAYS,HROD
April,Economy,UK,UK,102,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,EEA,428,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,EEA,297,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,150,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,EEA,232,BRITISH AIRWAYS,UKBA
April,Economy,UK,UK,213,EASTERN AIRWAYS,HMIC
March,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,EEA,259,BRUSSELS AIRLINES,UKBA
March,Economy,UK,Non EEA,1558,VIRGIN ATLANTIC,Strategic Director Border
March,Economy,UK,UK,216,BMI,Strategic Director Border
March,Economy,UK,UK,168,BRITISH AIRWAYS,Strategic Director Border
May,Economy,UK,UK,100,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,103,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,170,BRITISH AIRWAYS,HROD
March,Economy,UK,Non EEA,1558,VIRGIN ATLANTIC,Strategic Director Border
March,Economy,UK,Non EEA,1558,VIRGIN ATLANTIC,Strategic Director Border
March,Economy,Non EEA,Non EEA,143,FLYDUBAI,Immigration Group
March,Economy,EEA,UK,40,AIR MALTA,International Group
March,Business Class,UK,UK,106,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Business Class,UK,UK,223,BRITISH AIRWAYS,Finance & Commercial Group
March,Economy,UK,UK,232,BRITISH AIRWAYS,HROD
March,Economy,UK,EEA,163,EASYJET,Resource Management Group
March,Business Class,UK,UK,172,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,UK,87,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,EEA,60,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,UK,80,EASYJET,Immigration Group
April,Economy,UK,UK,60,BRITISH AIRWAYS,HROD
April,Economy,UK,UK,135,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Business Class,UK,Non EEA,1006,TURKISH AIRLINES,Policy & Strategy
April,Economy,UK,EEA,180,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,155,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Economy,UK,EEA,285,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,EEA,295,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,Non EEA,3571,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,137,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,Non EEA,631,ETIHAD AIRWAYS,International Group
March,Economy,UK,UK,216,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,EEA,UK,69,AIR MALTA,International Group
April,Economy,UK,UK,128,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Economy,UK,UK,208,BRITISH AIRWAYS,Strategic Director Border
April,Economy,Non EEA,Non EEA,91,UNITED AIRLINES,Science & Research Group
March,Economy,UK,UK,160,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Business Class,UK,UK,238,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,279,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,210,BMI,Strategic Director Border
March,Business Class,UK,UK,231,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,123,BRITISH AIRWAYS,HROD
March,Economy,EEA,UK,17,AIR MALTA,International Group
March,Economy,UK,Non EEA,275,TURKISH AIRLINES,Policy & Strategy
March,Economy,EEA,UK,44,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,28,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,284,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,165,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,258,BRITISH AIRWAYS,Immigration Group
April,Business Class,UK,EEA,642,AIR MALTA,Strategic Director Border
April,Economy,UK,EEA,210,ESTONIAN AIR,Strategic Director Border
April,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,210,BMI,Strategic Director Border
March,Economy,UK,UK,323,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,70,BRITISH AIRWAYS,HROD
March,Economy,UK,UK,271,BMI,Strategic Director Border
April,Economy,UK,Non EEA,1247,QANTAS AIRWAYS,Strategic Director Border
March,Economy,UK,UK,70,BRITISH AIRWAYS,HROD
April,Economy,UK,UK,60,BRITISH AIRWAYS,HROD
April,Premium Economy,UK,Non EEA,1083,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,UK,186,BRITISH AIRWAYS,HROD
April,Economy,UK,UK,157,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,EEA,109,EASYJET,Policy & Strategy
April,Economy,UK,UK,90,BMI,Strategic Director Border
April,Economy,UK,UK,83,BRITISH AIRWAYS,Immigration Group
March,Business Class,UK,UK,103,BRITISH AIRWAYS,Finance & Commercial Group
March,Economy,UK,UK,273,BMI,Strategic Director Border
April,Economy,UK,Non EEA,743,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,Non EEA,3589,BRITISH AIRWAYS,Private Office
March,Economy,UK,EEA,256,KLM-ROYAL DUTCH AIRLINES,Science & Research Group
March,Economy,UK,Non EEA,554,KENYA AIRWAYS,Immigration Group
April,Business Class,UK,Non EEA,5396,QANTAS AIRWAYS,International Group
March,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,UK,332,EASTERN AIRWAYS,Group HR
May,Economy,UK,UK,92,FLYBE BRITISH EUROPEAN,OSCT
March,Economy,UK,UK,301,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,Non EEA,1241,IBERIA,Immigration Group
March,Economy,UK,EEA,521,EASYJET,Strategic Director Border
April,Economy,UK,UK,157,BRITISH AIRWAYS,Strategic Director Border
May,Economy,UK,Non EEA,408,BRITISH AIRWAYS,OSCT
May,Economy,UK,UK,95,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,354,LUFTHANSA GERMAN AIRLINES,HROD
March,Economy,UK,UK,21,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,85,BRITISH AIRWAYS,HROD
April,Economy,UK,UK,110,EASYJET,Strategic Director Border
April,Economy,UK,UK,37,BMI,Finance & Commercial Group
March,Economy,UK,UK,186,BRITISH AIRWAYS,HROD
April,Economy,UK,Non EEA,100,QANTAS AIRWAYS,Policy & Strategy
March,Economy,UK,EEA,521,EASYJET,Strategic Director Border
March,Economy,UK,UK,134,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,Non EEA,1396,BRITISH AIRWAYS,Private Office
April,Economy,UK,UK,116,EASYJET,Strategic Director Border
April,Economy,Non EEA,Non EEA,91,UNITED AIRLINES,Science & Research Group
March,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Economy,UK,UK,116,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,68,BMI,Immigration Group
March,Economy,UK,Non EEA,1241,IBERIA,Immigration Group
March,Economy,UK,EEA,178,EASYJET,Strategic Director Border
March,Economy,UK,UK,210,BRITISH AIRWAYS,HROD
April,Economy,UK,UK,168,BRITISH AIRWAYS,Strategic Director Border
May,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,OSCT
March,Economy,UK,UK,332,EASTERN AIRWAYS,Group HR
March,Economy,UK,EEA,109,EASYJET,Policy & Strategy
March,Business Class,UK,Non EEA,3589,BRITISH AIRWAYS,Private Office
April,Economy,UK,EEA,220,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,299,BRITISH AIRWAYS,Group HR
March,Business Class,UK,UK,106,BRITISH AIRWAYS,Criminal & Detention Group
April,Business Class,UK,Non EEA,2688,QANTAS AIRWAYS,Strategic Director Border
March,Economy,UK,UK,121,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
April,Business Class,UK,EEA,569,BRITISH AIRWAYS,International Directorate
April,Business Class,UK,EEA,642,AIR MALTA,Strategic Director Border
April,Economy,UK,UK,129,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,Non EEA,Non EEA,222,DELTA AIR LINES,Science & Research Group
March,Economy,UK,UK,181,EASTERN AIRWAYS,Strategic Director Border
April,Economy,UK,Non EEA,1622,QANTAS AIRWAYS,Policy & Strategy
March,Economy,UK,EEA,607,AIR MALTA,Strategic Director Border
March,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate
April,Economy,UK,UK,140,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,UK,111,BRITISH AIRWAYS,Strategic Director Border
April,Business Class,UK,UK,205,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,202,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,217,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Business Class,UK,Non EEA,2650,VIRGIN ATLANTIC,OSCT
April,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
May,Economy,UK,EEA,374,AIR FRANCE,Strategy & Reform Directorate
May,Economy,UK,UK,94,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,EEA,607,AIR MALTA,Strategic Director Border
March,Economy,UK,UK,190,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,137,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,289,FLYBE BRITISH EUROPEAN,Resource Management Group
April,Economy,UK,EEA,89,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,197,FLYBE BRITISH EUROPEAN,HROD
May,Economy,UK,UK,184,AURIGNY AIR SERVICES,Strategic Director Border
July,Economy,UK,UK,45,FLYBE BRITISH EUROPEAN,OSCT
April,Economy,UK,EEA,264,SAS SCANDINAVIAN AIRLINES,Immigration Group
April,Economy,UK,EEA,274,AIR BERLIN,Policy & Strategy
April,Economy,UK,UK,115,EASYJET,HMIC
April,Economy,Non EEA,UK,732,AIR CANADA,OSCT
April,Business Class,UK,Non EEA,1680,VIRGIN ATLANTIC,OSCT
May,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,OSCT
April,Economy,UK,EEA,207,BRITISH AIRWAYS,Policy & Strategy
April,Economy,UK,UK,83,EASYJET,HROD
April,Economy,UK,UK,150,FLYBE BRITISH EUROPEAN,HMIC
March,Economy,UK,UK,156,BRITISH AIRWAYS,Strategy & Reform Directorate
April,Economy,UK,UK,143,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Economy,UK,EEA,483,ALITALIA S.P.A.,International Group
April,Economy,UK,EEA,288,BMI,Crime & Policing Group
March,Business Class,UK,Non EEA,2896,BRITISH AIRWAYS,OSCT
April,Economy,UK,EEA,395,KLM-ROYAL DUTCH AIRLINES,Criminal & Detention Group
March,Economy,UK,UK,19,BRITISH AIRWAYS,Strategy & Reform Directorate
April,Economy,UK,UK,161,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
April,Economy,Non EEA,Non EEA,146,FLYDUBAI,Immigration Group
March,Economy,UK,UK,33,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,UK,110,EASYJET,Strategic Director Border
April,Economy,UK,EEA,372,KLM-ROYAL DUTCH AIRLINES,Criminal & Detention Group
April,Economy,UK,UK,139,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,UK,136,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,73,BRITISH AIRWAYS,Resource Management Group
April,Economy,UK,UK,108,BRITISH AIRWAYS,HMIC
April,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
May,Economy,UK,UK,81,BRITISH AIRWAYS,Immigration Group
April,Economy,Non EEA,UK,360,VIRGIN ATLANTIC,OSCT
March,Economy,UK,UK,105,EASYJET,Science & Research Group
July,Economy,UK,UK,89,FLYBE BRITISH EUROPEAN,OSCT
March,Business Class,UK,Non EEA,2896,BRITISH AIRWAYS,OSCT
April,Economy,UK,UK,195,BRITISH AIRWAYS,HMIC
April,Economy,UK,UK,132,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,EEA,379,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,Non EEA,503,TURKISH AIRLINES,Policy & Strategy
April,Economy,UK,UK,202,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,121,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,73,EASYJET,Strategic Director Border
April,Economy,EEA,UK,51,AIR FRANCE,OSCT
April,Economy,UK,UK,83,FLYBE BRITISH EUROPEAN,HMIC
March,Business Class,UK,UK,258,BRITISH AIRWAYS,Criminal & Detention Group
April,Business Class,UK,Non EEA,2650,VIRGIN ATLANTIC,OSCT
March,Economy,UK,UK,111,EASYJET,Finance & Commercial Group
April,Business Class,UK,EEA,556,BRITISH AIRWAYS,Crime & Policing Group
April,Premium Economy,UK,Non EEA,1083,BRITISH AIRWAYS,Science & Research Group
May,Economy,UK,EEA,169,EASYJET,Policy & Strategy
July,Economy,UK,UK,35,FLYBE BRITISH EUROPEAN,OSCT
May,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Economy,UK,UK,161,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
April,Economy,UK,EEA,90,EASYJET,Strategic Director Border
April,Economy,UK,UK,69,BRITISH AIRWAYS,Immigration Group
May,Economy,UK,UK,184,AURIGNY AIR SERVICES,Strategic Director Border
March,Economy,UK,EEA,463,KLM-ROYAL DUTCH AIRLINES,Science & Research Group
March,Economy,UK,Non EEA,389,EMIRATES,Immigration Group
April,Economy,UK,EEA,401,KLM-ROYAL DUTCH AIRLINES,Criminal & Detention Group
April,Economy,UK,UK,130,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,UK,255,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,158,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,UK,78,BMI,Strategic Director Border
April,Economy,UK,UK,83,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
May,Business Class,UK,Non EEA,1751,ETIHAD AIRWAYS,International Group
April,Economy,UK,UK,100,BMI,HMIC
March,Economy,UK,UK,158,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,Non EEA,Non EEA,222,DELTA AIR LINES,Science & Research Group
April,Economy,UK,UK,80,EASYJET,Immigration Group
April,Business Class,UK,UK,205,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,87,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
April,Economy,UK,UK,47,BMI,HMIC
May,Economy,UK,EEA,194,BRITISH AIRWAYS,International Directorate
April,Economy,UK,UK,69,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,175,BRITISH AIRWAYS,Strategic Director Border
May,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,OSCT
March,Business Class,UK,UK,0,BRITISH AIRWAYS,IPS
March,Economy,EEA,UK,0,AIR MALTA,Strategic Director Border
May,Economy,UK,UK,0,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,EEA,0,AIR MALTA,International Group
March,Economy,UK,UK,186,FLYBE BRITISH EUROPEAN,CRB
May,Economy,UK,UK,191,EASTERN AIRWAYS,CRB
April,Economy,UK,UK,137,EASYJET,IPS
April,Economy,UK,UK,128,EASYJET,IPS
April,Economy,UK,UK,50,EASYJET,IPS
April,Economy,UK,UK,155,EASYJET,IPS
April,Economy,UK,UK,135,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,215,AIR SOUTHWEST,IPS
April,Economy,UK,UK,148,EASYJET,IPS
April,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,64,EASYJET,IPS
April,Economy,UK,UK,135,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,28,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,267,BMI,IPS
May,Economy,UK,UK,88,EASYJET,IPS
April,Economy,UK,UK,121,BRITISH AIRWAYS,IPS
April,Economy,UK,UK,180,EASYJET,IPS
April,Economy,UK,UK,68,EASYJET,IPS
April,Economy,UK,UK,179,FLYBE BRITISH EUROPEAN,IPS
April,Business Class,UK,UK,245,BRITISH AIRWAYS,IPS
April,Economy,UK,UK,174,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,89,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,327,BMI,IPS
April,Economy,UK,UK,112,BMI,IPS
May,Economy,UK,UK,66,EASYJET,IPS
May,Economy,UK,UK,66,EASYJET,IPS
April,Economy,UK,UK,152,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,406,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,247,BRITISH AIRWAYS,IPS
April,Economy,UK,UK,269,BRITISH AIRWAYS,IPS
May,Economy,UK,UK,95,EASYJET,IPS
April,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,97,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,158,BRITISH AIRWAYS,IPS
May,Economy,UK,UK,57,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,275,BRITISH AIRWAYS,IPS
April,Economy,UK,UK,327,BMI,IPS
April,Economy,UK,UK,245,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,98,EASYJET,IPS
May,Economy,UK,UK,104,EASYJET,IPS
May,Economy,UK,UK,139,EASTERN AIRWAYS,IPS
May,Economy,UK,UK,219,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,273,BRITISH AIRWAYS,IPS
April,Economy,UK,UK,168,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,327,BMI,IPS
April,Economy,UK,UK,327,BMI,IPS
April,Economy,UK,UK,104,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,95,EASYJET,IPS
April,Economy,UK,UK,204,BRITISH AIRWAYS,IPS
April,Economy,UK,UK,66,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,154,FLYBE BRITISH EUROPEAN,IPS
April,Economy,UK,UK,89,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,51,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,66,BRITISH AIRWAYS,IPS
May,Economy,UK,UK,224,BMI,IPS
May,Economy,UK,UK,83,FLYBE BRITISH EUROPEAN,IPS
May,Economy,UK,UK,216,BMI,IPS
May,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
