Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
November,Economy,UK,UK,64,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,74,BRITISH AIRWAYS,Strategic Director Border
November,Business Class,UK,UK,366,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,132,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,44,BMI,Strategic Director Border
November,Economy,UK,UK,111,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,184,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,219,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,200,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,362,BMI,Legal Advisors Branch
November,Economy,UK,UK,118,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,288,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,50,EASTERN AIRWAYS,Immigration Group
November,Economy,UK,UK,7,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,OSCT
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,OSCT
November,Economy,UK,UK,444,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,161,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,102,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,218,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,85,BRITISH AIRWAYS,Strategy & International Group
November,Business Class,UK,UK,197,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,107,FLYBE BRITISH EUROPEAN,Crime & Policing Group
October,Economy,UK,UK,174,BMI,Crime & Policing Group
November,Economy,UK,UK,169,BMI BABY,Crime & Policing Group
December,Economy,UK,UK,99,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,108,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,101,BRITISH AIRWAYS,Finance & Commercial Group
November,Economy,UK,UK,250,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,250,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,139,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
November,Economy,UK,UK,243,EASTERN AIRWAYS,Immigration Group
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Science & Research Group
October,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Science & Research Group
October,Business Class,UK,UK,0,BRITISH AIRWAYS,Resource Management Group
October,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Crime & Policing Group
October,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,0,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,139,BRITISH AIRWAYS,Finance & Commercial Group
November,Economy,UK,UK,168,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Business Class,UK,UK,223,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,358,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,434,AIR FRANCE,Science & Research Group
November,Economy,UK,UK,202,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,89,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,102,EASYJET,IPS
November,Economy,UK,UK,102,EASYJET,IPS
November,Economy,UK,UK,147,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,289,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,118,EASYJET,Science & Research Group
November,Economy,UK,UK,118,EASYJET,Science & Research Group
November,Economy,UK,UK,176,FLYBE BRITISH EUROPEAN,Resource Management Group
November,Economy,UK,UK,251,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,419,BMI,IPS
November,Economy,UK,UK,207,FLYBE BRITISH EUROPEAN,Science & Research Group
November,Economy,UK,UK,238,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,165,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,372,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,90,EASYJET,IPS
November,Economy,UK,UK,90,EASYJET,IPS
November,Economy,UK,UK,145,EASYJET,IPS
November,Economy,UK,UK,60,EASYJET,IPS
November,Economy,UK,UK,66,EASYJET,IPS
November,Economy,UK,UK,66,EASYJET,IPS
November,Economy,UK,UK,60,EASYJET,IPS
November,Economy,UK,UK,370,EASTERN AIRWAYS,Crime & Policing Group
November,Economy,UK,UK,5,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,55,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,101,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,212,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Business Class,UK,UK,113,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,149,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,172,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,149,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,171,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,372,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,223,FLYBE BRITISH EUROPEAN,IPS
November,Business Class,UK,UK,222,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,125,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,426,BMI,IPS
November,Business Class,UK,UK,206,BRITISH AIRWAYS,Finance & Commercial Group
November,Economy,UK,UK,118,BMI,IPS
November,Economy,UK,UK,68,BMI,Resource Management Group
November,Economy,UK,UK,132,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,366,BMI,IPS
November,Economy,UK,UK,372,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,58,EASYJET,IPS
November,Economy,UK,UK,84,EASYJET,IPS
November,Economy,UK,UK,140,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,58,EASYJET,IPS
November,Economy,UK,UK,350,BMI,IPS
November,Economy,UK,UK,142,AURIGNY AIR SERVICES,Strategic Director Border
November,Economy,UK,UK,92,BRITISH AIRWAYS,Criminal & Detention Group
November,Economy,UK,UK,52,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,95,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,95,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,221,EASYJET,Strategic Director Border
November,Economy,UK,UK,413,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,165,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,160,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,171,BRITISH AIRWAYS,Crime & Policing Group
November,Economy,UK,UK,132,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,117,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,85,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,84,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,117,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,133,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,71,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,85,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,347,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,76,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,138,BMI,Immigration Group
November,Economy,UK,UK,138,BMI,Immigration Group
November,Economy,UK,UK,463,BMI,Legal Advisors Branch
November,Economy,UK,UK,90,EASYJET,IPS
December,Economy,UK,UK,49,BMI,IPS
December,Economy,UK,UK,34,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,40,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,58,AER LINGUS,Strategic Director Border
December,Economy,UK,UK,73,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,337,BMI,IPS
November,Economy,UK,UK,175,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,145,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
November,Business Class,UK,UK,231,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,184,FLYBE BRITISH EUROPEAN,IPS
November,Business Class,UK,UK,126,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,122,EASTERN AIRWAYS,Crime & Policing Group
September,Economy,UK,UK,100,BRITISH AIRWAYS,Criminal & Detention Group
November,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,305,BMI,Legal Advisors Branch
November,Economy,UK,UK,84,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,107,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,104,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
November,Business Class,UK,UK,247,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,137,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,185,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,531,BMI,IPS
November,Business Class,UK,UK,301,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,187,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,259,FLYBE BRITISH EUROPEAN,Resource Management Group
November,Economy,UK,UK,372,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,47,EASYJET,IPS
November,Business Class,UK,UK,112,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,90,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,59,EASYJET,IPS
November,Economy,UK,UK,59,EASYJET,IPS
November,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,170,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,89,EASYJET,IPS
November,Economy,UK,UK,91,EASYJET,IPS
November,Economy,UK,UK,170,BRITISH AIRWAYS,IPS
November,Business Class,UK,UK,222,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,198,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,20,EASTERN AIRWAYS,Immigration Group
November,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,172,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,143,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,95,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,220,BMI,Strategic Director Border
November,Economy,UK,UK,77,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Business Class,UK,UK,188,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,99,BMI,Strategic Director Border
November,Economy,UK,UK,125,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,102,EASYJET,IPS
November,Economy,UK,UK,102,EASYJET,IPS
November,Economy,UK,UK,75,EASYJET,IPS
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,169,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,115,BMI BABY,Crime & Policing Group
November,Economy,UK,UK,115,BMI BABY,Crime & Policing Group
November,Economy,UK,UK,114,EASYJET,IPS
November,Economy,UK,UK,86,EASYJET,IPS
November,Economy,UK,UK,173,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,73,EASYJET,IPS
November,Economy,UK,UK,105,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,105,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,52,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,26,BMI BABY,IPS
December,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,147,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,147,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
October,Economy,UK,UK,18,EASYJET,IPS
November,Economy,UK,UK,154,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,531,BMI,IPS
December,Economy,UK,UK,111,BMI BABY,Crime & Policing Group
November,Economy,UK,UK,362,BMI,Strategy & International Group
December,Economy,UK,UK,105,BMI BABY,Crime & Policing Group
November,Economy,UK,UK,171,BRITISH AIRWAYS,Resource Management Group
December,Economy,UK,UK,242,BMI,IPS
November,Economy,UK,UK,78,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,168,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,74,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,173,BRITISH AIRWAYS,Strategic Director Border
November,Business Class,UK,UK,225,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,158,EASYJET,IPS
October,Economy,UK,UK,139,EASYJET,IPS
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
October,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,389,BRITISH AIRWAYS,Strategic Director Border
November,Business Class,UK,UK,247,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,128,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,52,FLYBE BRITISH EUROPEAN,Crime & Policing Group
November,Economy,UK,UK,88,BMI,Crime & Policing Group
November,Economy,UK,UK,143,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,60,EASYJET,IPS
November,Economy,UK,UK,147,BMI BABY,IPS
November,Economy,UK,UK,173,EASYJET,Strategic Director Border
November,Business Class,UK,UK,209,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,372,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,372,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,202,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,202,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,73,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,372,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,143,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,95,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,105,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,206,BMI,Resource Management Group
November,Economy,UK,UK,117,BRITISH AIRWAYS,International Group
November,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,127,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,372,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,153,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,216,BMI,IPS
November,Economy,UK,UK,193,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,123,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,140,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,264,EASTERN AIRWAYS,ISA
November,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
November,Economy,UK,UK,314,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,68,BRITISH AIRWAYS,Finance & Commercial Group
November,Economy,UK,UK,166,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,347,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,145,FLYBE BRITISH EUROPEAN,Resource Management Group
November,Economy,UK,UK,88,BMI,Strategic Director Border
November,Economy,UK,UK,531,BMI,IPS
December,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,IPS
November,Business Class,UK,UK,238,BRITISH AIRWAYS,Criminal & Detention Group
December,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,CRB
December,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,CRB
November,Economy,UK,UK,178,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,CRB
December,Economy,UK,UK,59,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,192,BMI,Strategic Director Border
December,Economy,UK,UK,234,BMI,Strategic Director Border
December,Economy,UK,UK,185,BMI,Strategic Director Border
November,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,138,FLYBE BRITISH EUROPEAN,ISA
November,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,121,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,13,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,191,BMI BABY,Strategy & International Group
November,Economy,UK,UK,104,EASYJET,IPS
November,Economy,UK,UK,128,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,79,BMI,Legal Advisors Branch
November,Economy,UK,UK,372,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,90,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,124,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
November,Economy,UK,UK,124,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
December,Economy,UK,UK,83,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,127,BRITISH AIRWAYS,Strategy & International Group
November,Economy,UK,UK,147,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,96,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,200,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,113,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,90,FLYBE BRITISH EUROPEAN,Resource Management Group
December,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,358,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,159,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,82,EASYJET,Strategic Director Border
November,Economy,UK,UK,97,EASYJET,IPS
November,Business Class,UK,UK,113,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,16,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,160,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,372,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,121,BRITISH AIRWAYS,Science & Research Group
November,Economy,UK,UK,232,BMI,Science & Research Group
December,Economy,UK,UK,125,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,128,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,97,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,98,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,127,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,193,AER LINGUS,Strategic Director Border
December,Economy,UK,UK,137,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,188,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
November,Economy,UK,UK,208,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
November,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,192,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,188,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,207,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,57,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,136,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,157,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,121,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,249,AURIGNY AIR SERVICES,Strategic Director Border
November,Economy,UK,UK,147,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,181,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,185,EASTERN AIRWAYS,Crime & Policing Group
November,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,169,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,111,EASYJET,Strategy & International Group
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,43,EASYJET,IPS
December,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,Strategy & International Group
December,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,74,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,145,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategy & International Group
November,Economy,UK,UK,254,BRITISH AIRWAYS,IPS
December,Economy,UK,UK,173,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,337,BMI,IPS
November,Economy,UK,UK,42,EASYJET,IPS
November,Economy,UK,UK,84,EASYJET,IPS
December,Economy,UK,UK,118,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,140,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,271,BRITISH AIRWAYS,OSCT
November,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,135,BRITISH AIRWAYS,Resource Management Group
November,Business Class,UK,UK,302,BRITISH AIRWAYS,Science & Research Group
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
November,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,IPS
December,Economy,UK,UK,100,FLYBE BRITISH EUROPEAN,Strategic Director Border
December,Economy,UK,UK,224,BRITISH AIRWAYS,Immigration Group
November,Economy,UK,UK,372,BRITISH AIRWAYS,IPS
November,Business Class,UK,UK,238,BRITISH AIRWAYS,Resource Management Group
November,Business Class,UK,UK,366,BRITISH AIRWAYS,IPS
November,Economy,UK,UK,169,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,173,BRITISH AIRWAYS,Strategy & International Group
December,Economy,UK,UK,201,BMI,IPS
December,Economy,UK,UK,92,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,134,BRITISH AIRWAYS,Resource Management Group
November,Economy,UK,UK,134,BRITISH AIRWAYS,Criminal & Detention Group
November,Economy,UK,UK,102,BRITISH AIRWAYS,Strategic Director Border
November,Business Class,UK,UK,202,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,174,FLYBE BRITISH EUROPEAN,Science & Research Group
December,Economy,UK,UK,125,BRITISH AIRWAYS,Strategic Director Border
November,Economy,UK,UK,93,BRITISH AIRWAYS,Immigration Group
December,Economy,UK,UK,135,BRITISH AIRWAYS,Strategic Director Border
December,Economy,UK,UK,128,BMI,Strategic Director Border
November,Economy,UK,UK,107,FLYBE BRITISH EUROPEAN,Strategy & International Group
